Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2834;2614;3054
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2253;2176;2330
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5078;4795;5361
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9;8;10
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5087;4803;5371
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2737;2500;2974
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2478;2306;2650
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5201;4815;5587
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;14;9;19
05899V1109722;Strandvegen;KV40500 S1D1 m156;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5215;4832;5598
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2685;2488;2882
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2397;2245;2549
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5066;4750;5382
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;16;10;22
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5082;4764;5400
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2796;2604;2988
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2719;2486;2952
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5473;5126;5820
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;42;21;63
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5515;5167;5863
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2902;2720;3084
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2988;2758;3218
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5759;5418;6100
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;132;25;239
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5891;5539;6243
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2446;2163;2729
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2173;2015;2331
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4602;4169;5035
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17;13;21
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4619;4186;5052
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2252;2029;2475
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2341;1999;2683
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6057;5252;6862
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5606;4924;6288
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2476;2162;2790
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;10422;9094;11750
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8310;7297;9323
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;18732;16392;21072
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2311;2115;2507
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2491;2181;2801
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6564;5846;7282
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5913;5321;6505
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2718;2425;3011
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;11121;9934;12308
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;8877;7976;9778
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;19998;17913;22083
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2301;2119;2483
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2538;2241;2835
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6856;6182;7530
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6191;5626;6756
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2861;2597;3125
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;11589;10476;12702
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9158;8322;9994
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;20747;18801;22693
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2166;1889;2443
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2295;1892;2698
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6528;5530;7526
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5877;5034;6720
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2741;2335;3147
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;10914;9273;12555
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;8694;7439;9949
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;19608;16714;22502
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2425;2161;2689
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2477;2078;2876
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6874;5918;7830
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6204;5415;6993
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2972;2567;3377
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;11652;10071;13233
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;9300;8092;10508
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;20952;18164;23740
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;2500;2245;2755
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;2554;2181;2927
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7211;6311;8111
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6390;5648;7132
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3194;2808;3580
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;12139;10646;13632
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;9711;8567;10855
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;21850;19214;24486
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;1875;1690;2060
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;1835;1564;2106
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6057;5284;6830
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5503;4833;6173
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2636;2330;2942
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;9975;8737;11213
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;7931;6984;8878
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;17907;15722;20092
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;2402;2186;2618
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;2360;2058;2662
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;7175;6406;7944
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6367;5730;7004
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3078;2762;3394
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;11805;10560;13050
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;9577;8608;10546
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;21382;19169;23595
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;2531;2308;2754
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;2519;2204;2834
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7019;6278;7760
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6399;5769;7029
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3075;2766;3384
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;11993;10751;13235
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;9551;8619;10483
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;21544;19372;23716
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2419;2204;2634
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2539;2208;2870
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6916;6139;7693
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6257;5598;6916
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2950;2628;3272
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;11746;10444;13048
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;9335;8352;10318
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;21081;18798;23364
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2558;2337;2779
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2747;2403;3091
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7212;6431;7993
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6429;5792;7066
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3047;2726;3368
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;12222;10930;13514
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9771;8778;10764
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;21993;19711;24275
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2458;2194;2722
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2647;2283;3011
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7091;6249;7933
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6177;5507;6847
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2991;2615;3367
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;11814;10420;13208
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;9551;8464;10638
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;21364;18884;23844
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2032;1847;2217
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2075;1815;2335
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5499;4865;6133
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5150;4604;5696
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2356;2097;2615
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9580;8522;10638
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7533;6745;8321
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;17113;15268;18958
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2185;1992;2378
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2182;1919;2445
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5738;5065;6411
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5397;4844;5950
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2486;2202;2770
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;10064;8974;11154
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7924;7113;8735
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;17988;16090;19886
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2514;2312;2716
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2289;2022;2556
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5745;5147;6343
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5528;5004;6052
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2628;2379;2877
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;10446;9418;11474
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8259;7505;9013
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;18705;16925;20485
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1927;1693;2161
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2009;1630;2388
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5618;4663;6573
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5159;4343;5975
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2445;2063;2827
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;9613;8043;11183
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;7545;6368;8722
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17158;14413;19903
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;1986;1723;2249
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3763;3360;4166
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3782;3376;4188
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;1967;1706;2228
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5750;5122;6378
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2873;2563;3183
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4138;3731;4545
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4153;3743;4563
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2859;2550;3168
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7011;6308;7714
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2017;1773;2261
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4314;3918;4710
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4339;3939;4739
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1991;1748;2234
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6331;5733;6929
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;1731;1441;2021
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3951;3430;4472
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3979;3451;4507
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;1704;1421;1987
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5682;4920;6444
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2630;2251;3009
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;4523;4006;5040
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;4546;4024;5068
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2607;2231;2983
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7153;6296;8010
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3182;2814;3550
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;4573;4129;5017
