Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;4593;4146;5040
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3162;2796;3528
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7755;6975;8535
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2084;1872;2296
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3354;3041;3667
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3366;3051;3681
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2072;1862;2282
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5438;4927;5949
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;2707;2423;2991
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;4129;3759;4499
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;4147;3774;4520
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;2689;2407;2971
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6836;6190;7482
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3153;2885;3421
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;4282;3895;4669
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;4337;3947;4727
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3098;2843;3353
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7435;6797;8073
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2165;1882;2448
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;4268;3822;4714
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;4292;3842;4742
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2141;1861;2421
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6433;5730;7136
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2664;2329;2999
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;4447;4022;4872
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;4468;4040;4896
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2644;2310;2978
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7111;6397;7825
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2094;1763;2425
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;3794;3325;4263
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;3810;3338;4282
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2077;1748;2406
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5888;5113;6663
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1640;1429;1851
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;3669;3304;4034
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;3682;3315;4049
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1627;1417;1837
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5309;4777;5841
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1687;1455;1919
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;3989;3549;4429
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4007;3564;4450
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1669;1439;1899
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5676;5038;6314
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2153;1853;2453
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;3919;3536;4302
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;3935;3550;4320
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2137;1837;2437
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6072;5426;6718
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1730;1408;2052
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3585;3094;4076
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3602;3107;4097
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1712;1394;2030
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5315;4524;6106
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2734;2535;2933
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2720;2533;2907
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2713;2526;2900
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2741;2542;2940
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5454;5068;5840
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2829;2670;2988
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2833;2681;2985
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2828;2675;2981
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2835;2677;2993
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5663;5352;5974
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2884;2753;3015
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2904;2780;3028
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2891;2768;3014
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2897;2765;3029
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5788;5535;6041
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2812;2565;3059
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2860;2620;3100
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2848;2608;3088
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2824;2577;3071
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5671;5184;6158
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3331;3072;3590
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3330;3083;3577
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3323;3076;3570
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3337;3078;3596
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6660;6155;7165
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3444;3197;3691
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3408;3182;3634
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3401;3175;3627
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3451;3204;3698
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6853;6381;7325
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2520;2363;2677
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2530;2382;2678
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2523;2375;2671
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2527;2370;2684
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5050;4746;5354
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3078;2874;3282
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3064;2876;3252
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3057;2869;3245
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3085;2881;3289
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6142;5750;6534
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3254;3060;3448
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3235;3055;3415
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3225;3046;3404
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3264;3069;3459
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6490;6117;6863
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;3148;2958;3338
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;3093;2923;3263
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;3086;2917;3255
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;3155;2964;3346
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;6241;5882;6600
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3150;2978;3322
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3131;2969;3293
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3119;2956;3282
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3162;2991;3333
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;6281;5948;6614
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2929;2686;3172
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2902;2665;3139
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2896;2659;3133
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2935;2692;3178
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5831;5352;6310
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2440;2282;2598
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2403;2254;2552
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2397;2248;2546
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2446;2288;2604
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4843;4536;5150
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2544;2386;2702
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2497;2350;2644
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2492;2346;2638
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2549;2391;2707
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5041;4737;5345
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2632;2493;2771
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2577;2446;2708
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2574;2443;2705
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2635;2496;2774
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5209;4940;5478
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2569;2336;2802
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2564;2339;2789
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2556;2332;2780
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2577;2343;2811
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5133;4675;5591
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2498;2166;2830
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4157;3706;4608
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8038;7123;8953
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6038;5303;6773
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;10536;9292;11780
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;10194;9015;11373
55092V1125799;Breivika;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;20730;18308;23152
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2736;2410;3062
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4563;4127;4999
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;8641;7744;9538
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6427;5703;7151
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;11378;10157;12599
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;10990;9835;12145
55092V1125799;Breivika;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;22368;19993;24743
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2778;2462;3094
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4821;4391;5251
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9045;8189;9901
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6651;5964;7338
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;11824;10657;12991
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;11472;10359;12585
55092V1125799;Breivika;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;23296;21017;25575
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2447;2040;2854
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4461;3863;5059
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;8194;7087;9301
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5881;5017;6745
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;10642;9131;12153
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;10342;8884;11800
55092V1125799;Breivika;EV8 S2D1 m207;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;20984;18015;23953
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;2740;2371;3109
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;4990;4415;5565
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;9253;8176;10330
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6665;5834;7496
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;11993;10549;13437
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;11655;10257;13053
55092V1125799;Breivika;EV8 S2D1 m207;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;23648;20807;26489
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;2963;2586;3340
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5189;4640;5738
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;9390;8377;10403
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6696;5940;7452
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;12353;10970;13736
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;11885;10582;13188
55092V1125799;Breivika;EV8 S2D1 m207;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;24238;21553;26923
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;1775;1583;1967
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3883;3416;4350
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6867;6132;7602
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;4618;4085;5151
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;8643;7718;9568
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;8501;7569;9433
55092V1125799;Breivika;EV8 S2D1 m207;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;17144;15288;19000
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;2504;2204;2804
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;4647;4169;5125
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;8664;7760;9568
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6263;5541;6985
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;11169;9973;12365
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;10910;9750;12070
55092V1125799;Breivika;EV8 S2D1 m207;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;22078;19723;24433
55092V1125799;Breivika;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;2851;2536;3166
55092V1125799;Breivika;EV8 S2D1 m207;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;5072;4582;5562
