Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;01.12.2022;2;2405
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;01.12.2022;Totalt i retning Planetariet;2218
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;01.12.2022;Totalt i retning UNN;2405
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2022-12-02T00:00+01:00;01.12.2022;Totalt;4623
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;02.12.2022;1;2117
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;02.12.2022;2;2282
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;02.12.2022;Totalt i retning Planetariet;2116
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;02.12.2022;Totalt i retning UNN;2283
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-02T00:00+01:00;2022-12-03T00:00+01:00;02.12.2022;Totalt;4399
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;03.12.2022;1;725
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;03.12.2022;2;754
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;03.12.2022;Totalt i retning Planetariet;725
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;03.12.2022;Totalt i retning UNN;754
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-03T00:00+01:00;2022-12-04T00:00+01:00;03.12.2022;Totalt;1479
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;04.12.2022;1;687
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;04.12.2022;2;684
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;04.12.2022;Totalt i retning Planetariet;687
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;04.12.2022;Totalt i retning UNN;684
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-04T00:00+01:00;2022-12-05T00:00+01:00;04.12.2022;Totalt;1371
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;05.12.2022;1;2182
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;05.12.2022;2;2318
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;05.12.2022;Totalt i retning Planetariet;2181
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;05.12.2022;Totalt i retning UNN;2319
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-05T00:00+01:00;2022-12-06T00:00+01:00;05.12.2022;Totalt;4500
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;06.12.2022;1;2353
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;06.12.2022;2;2525
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;06.12.2022;Totalt i retning Planetariet;2353
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;06.12.2022;Totalt i retning UNN;2525
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-06T00:00+01:00;2022-12-07T00:00+01:00;06.12.2022;Totalt;4878
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;07.12.2022;1;2180
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;07.12.2022;2;2344
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;07.12.2022;Totalt i retning Planetariet;2180
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;07.12.2022;Totalt i retning UNN;2344
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-07T00:00+01:00;2022-12-08T00:00+01:00;07.12.2022;Totalt;4524
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;08.12.2022;1;2223
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;08.12.2022;2;2380
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;08.12.2022;Totalt i retning Planetariet;2222
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;08.12.2022;Totalt i retning UNN;2381
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-08T00:00+01:00;2022-12-09T00:00+01:00;08.12.2022;Totalt;4603
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;09.12.2022;1;2030
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;09.12.2022;2;2208
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;09.12.2022;Totalt i retning Planetariet;2029
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;09.12.2022;Totalt i retning UNN;2209
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-09T00:00+01:00;2022-12-10T00:00+01:00;09.12.2022;Totalt;4238
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;10.12.2022;1;660
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;10.12.2022;2;676
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;10.12.2022;Totalt i retning Planetariet;661
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;10.12.2022;Totalt i retning UNN;675
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-10T00:00+01:00;2022-12-11T00:00+01:00;10.12.2022;Totalt;1336
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-11T00:00+01:00;2022-12-12T00:00+01:00;11.12.2022;1;572
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-11T00:00+01:00;2022-12-12T00:00+01:00;11.12.2022;2;592
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-11T00:00+01:00;2022-12-12T00:00+01:00;11.12.2022;Totalt i retning Planetariet;573
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-11T00:00+01:00;2022-12-12T00:00+01:00;11.12.2022;Totalt i retning UNN;591
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-11T00:00+01:00;2022-12-12T00:00+01:00;11.12.2022;Totalt;1164
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-12T00:00+01:00;2022-12-13T00:00+01:00;12.12.2022;1;2134
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-12T00:00+01:00;2022-12-13T00:00+01:00;12.12.2022;2;2287
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-12T00:00+01:00;2022-12-13T00:00+01:00;12.12.2022;Totalt i retning Planetariet;2133
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-12T00:00+01:00;2022-12-13T00:00+01:00;12.12.2022;Totalt i retning UNN;2288
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-12T00:00+01:00;2022-12-13T00:00+01:00;12.12.2022;Totalt;4421
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-13T00:00+01:00;2022-12-14T00:00+01:00;13.12.2022;1;2057
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-13T00:00+01:00;2022-12-14T00:00+01:00;13.12.2022;2;2215
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-13T00:00+01:00;2022-12-14T00:00+01:00;13.12.2022;Totalt i retning Planetariet;2057
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-13T00:00+01:00;2022-12-14T00:00+01:00;13.12.2022;Totalt i retning UNN;2215
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-13T00:00+01:00;2022-12-14T00:00+01:00;13.12.2022;Totalt;4272
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-14T00:00+01:00;2022-12-15T00:00+01:00;14.12.2022;1;1985
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-14T00:00+01:00;2022-12-15T00:00+01:00;14.12.2022;2;2204
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-14T00:00+01:00;2022-12-15T00:00+01:00;14.12.2022;Totalt i retning Planetariet;1985
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-14T00:00+01:00;2022-12-15T00:00+01:00;14.12.2022;Totalt i retning UNN;2204
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-14T00:00+01:00;2022-12-15T00:00+01:00;14.12.2022;Totalt;4189
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-15T00:00+01:00;2022-12-16T00:00+01:00;15.12.2022;1;2049
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-15T00:00+01:00;2022-12-16T00:00+01:00;15.12.2022;2;2171
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-15T00:00+01:00;2022-12-16T00:00+01:00;15.12.2022;Totalt i retning Planetariet;2049
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-15T00:00+01:00;2022-12-16T00:00+01:00;15.12.2022;Totalt i retning UNN;2171
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-15T00:00+01:00;2022-12-16T00:00+01:00;15.12.2022;Totalt;4220
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-16T00:00+01:00;2022-12-17T00:00+01:00;16.12.2022;1;1759
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-16T00:00+01:00;2022-12-17T00:00+01:00;16.12.2022;2;1930
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-16T00:00+01:00;2022-12-17T00:00+01:00;16.12.2022;Totalt i retning Planetariet;1758
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-16T00:00+01:00;2022-12-17T00:00+01:00;16.12.2022;Totalt i retning UNN;1931
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-16T00:00+01:00;2022-12-17T00:00+01:00;16.12.2022;Totalt;3689
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-17T00:00+01:00;2022-12-18T00:00+01:00;17.12.2022;1;604
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-17T00:00+01:00;2022-12-18T00:00+01:00;17.12.2022;2;632
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-17T00:00+01:00;2022-12-18T00:00+01:00;17.12.2022;Totalt i retning Planetariet;604
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-17T00:00+01:00;2022-12-18T00:00+01:00;17.12.2022;Totalt i retning UNN;632
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-17T00:00+01:00;2022-12-18T00:00+01:00;17.12.2022;Totalt;1236
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-18T00:00+01:00;2022-12-19T00:00+01:00;18.12.2022;1;458
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-18T00:00+01:00;2022-12-19T00:00+01:00;18.12.2022;2;494
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-18T00:00+01:00;2022-12-19T00:00+01:00;18.12.2022;Totalt i retning Planetariet;458
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-18T00:00+01:00;2022-12-19T00:00+01:00;18.12.2022;Totalt i retning UNN;494
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-18T00:00+01:00;2022-12-19T00:00+01:00;18.12.2022;Totalt;952
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-19T00:00+01:00;2022-12-20T00:00+01:00;19.12.2022;1;1721
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-19T00:00+01:00;2022-12-20T00:00+01:00;19.12.2022;2;1921
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-19T00:00+01:00;2022-12-20T00:00+01:00;19.12.2022;Totalt i retning Planetariet;1720
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-19T00:00+01:00;2022-12-20T00:00+01:00;19.12.2022;Totalt i retning UNN;1922
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-19T00:00+01:00;2022-12-20T00:00+01:00;19.12.2022;Totalt;3642
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-20T00:00+01:00;2022-12-21T00:00+01:00;20.12.2022;1;1673
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-20T00:00+01:00;2022-12-21T00:00+01:00;20.12.2022;2;1883
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-20T00:00+01:00;2022-12-21T00:00+01:00;20.12.2022;Totalt i retning Planetariet;1673
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-20T00:00+01:00;2022-12-21T00:00+01:00;20.12.2022;Totalt i retning UNN;1883
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-20T00:00+01:00;2022-12-21T00:00+01:00;20.12.2022;Totalt;3556
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-21T00:00+01:00;2022-12-22T00:00+01:00;21.12.2022;1;1483
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-21T00:00+01:00;2022-12-22T00:00+01:00;21.12.2022;2;1651
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-21T00:00+01:00;2022-12-22T00:00+01:00;21.12.2022;Totalt i retning Planetariet;1483
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-21T00:00+01:00;2022-12-22T00:00+01:00;21.12.2022;Totalt i retning UNN;1651
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-21T00:00+01:00;2022-12-22T00:00+01:00;21.12.2022;Totalt;3134
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-22T00:00+01:00;2022-12-23T00:00+01:00;22.12.2022;1;1197
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-22T00:00+01:00;2022-12-23T00:00+01:00;22.12.2022;2;1341
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-22T00:00+01:00;2022-12-23T00:00+01:00;22.12.2022;Totalt i retning Planetariet;1198
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-22T00:00+01:00;2022-12-23T00:00+01:00;22.12.2022;Totalt i retning UNN;1340
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-22T00:00+01:00;2022-12-23T00:00+01:00;22.12.2022;Totalt;2538
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-23T00:00+01:00;2022-12-24T00:00+01:00;23.12.2022;1;925
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-23T00:00+01:00;2022-12-24T00:00+01:00;23.12.2022;2;1008
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-23T00:00+01:00;2022-12-24T00:00+01:00;23.12.2022;Totalt i retning Planetariet;925
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-23T00:00+01:00;2022-12-24T00:00+01:00;23.12.2022;Totalt i retning UNN;1008
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-23T00:00+01:00;2022-12-24T00:00+01:00;23.12.2022;Totalt;1933
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-24T00:00+01:00;2022-12-25T00:00+01:00;24.12.2022;1;258
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-24T00:00+01:00;2022-12-25T00:00+01:00;24.12.2022;2;285
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-24T00:00+01:00;2022-12-25T00:00+01:00;24.12.2022;Totalt i retning Planetariet;257
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-24T00:00+01:00;2022-12-25T00:00+01:00;24.12.2022;Totalt i retning UNN;286
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-24T00:00+01:00;2022-12-25T00:00+01:00;24.12.2022;Totalt;543
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-25T00:00+01:00;2022-12-26T00:00+01:00;25.12.2022;1;282
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-25T00:00+01:00;2022-12-26T00:00+01:00;25.12.2022;2;317
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-25T00:00+01:00;2022-12-26T00:00+01:00;25.12.2022;Totalt i retning Planetariet;282
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-25T00:00+01:00;2022-12-26T00:00+01:00;25.12.2022;Totalt i retning UNN;317
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-25T00:00+01:00;2022-12-26T00:00+01:00;25.12.2022;Totalt;599
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-26T00:00+01:00;2022-12-27T00:00+01:00;26.12.2022;1;387
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-26T00:00+01:00;2022-12-27T00:00+01:00;26.12.2022;2;413
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-26T00:00+01:00;2022-12-27T00:00+01:00;26.12.2022;Totalt i retning Planetariet;386
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-26T00:00+01:00;2022-12-27T00:00+01:00;26.12.2022;Totalt i retning UNN;414
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-26T00:00+01:00;2022-12-27T00:00+01:00;26.12.2022;Totalt;800
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-27T00:00+01:00;2022-12-28T00:00+01:00;27.12.2022;1;660
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-27T00:00+01:00;2022-12-28T00:00+01:00;27.12.2022;2;756
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-27T00:00+01:00;2022-12-28T00:00+01:00;27.12.2022;Totalt i retning Planetariet;660
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-27T00:00+01:00;2022-12-28T00:00+01:00;27.12.2022;Totalt i retning UNN;756
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-27T00:00+01:00;2022-12-28T00:00+01:00;27.12.2022;Totalt;1416
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-28T00:00+01:00;2022-12-29T00:00+01:00;28.12.2022;1;739
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-28T00:00+01:00;2022-12-29T00:00+01:00;28.12.2022;2;832
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-28T00:00+01:00;2022-12-29T00:00+01:00;28.12.2022;Totalt i retning Planetariet;739
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-28T00:00+01:00;2022-12-29T00:00+01:00;28.12.2022;Totalt i retning UNN;832
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-28T00:00+01:00;2022-12-29T00:00+01:00;28.12.2022;Totalt;1571
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-29T00:00+01:00;2022-12-30T00:00+01:00;29.12.2022;1;684
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-29T00:00+01:00;2022-12-30T00:00+01:00;29.12.2022;2;793
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-29T00:00+01:00;2022-12-30T00:00+01:00;29.12.2022;Totalt i retning Planetariet;684
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-29T00:00+01:00;2022-12-30T00:00+01:00;29.12.2022;Totalt i retning UNN;793
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-29T00:00+01:00;2022-12-30T00:00+01:00;29.12.2022;Totalt;1477
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-30T00:00+01:00;2022-12-31T00:00+01:00;30.12.2022;1;708
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-30T00:00+01:00;2022-12-31T00:00+01:00;30.12.2022;2;822
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-30T00:00+01:00;2022-12-31T00:00+01:00;30.12.2022;Totalt i retning Planetariet;709
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-30T00:00+01:00;2022-12-31T00:00+01:00;30.12.2022;Totalt i retning UNN;821
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-30T00:00+01:00;2022-12-31T00:00+01:00;30.12.2022;Totalt;1530
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-31T00:00+01:00;2023-01-01T00:00+01:00;31.12.2022;1;375
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-31T00:00+01:00;2023-01-01T00:00+01:00;31.12.2022;2;392
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-31T00:00+01:00;2023-01-01T00:00+01:00;31.12.2022;Totalt i retning Planetariet;375
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-31T00:00+01:00;2023-01-01T00:00+01:00;31.12.2022;Totalt i retning UNN;392
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-31T00:00+01:00;2023-01-01T00:00+01:00;31.12.2022;Totalt;767
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;1;375
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;2;391
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;Totalt i retning Planetariet;372
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;Totalt i retning UNN;394
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;Totalt;766
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;1;1454
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;2;1611
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;Totalt i retning Planetariet;1454
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;Totalt i retning UNN;1611
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;Totalt;3065
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;1;1618
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;2;1810
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;Totalt i retning Planetariet;1618
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;Totalt i retning UNN;1810
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;Totalt;3428
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;1;1657
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;2;1916
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;Totalt i retning Planetariet;1657
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;Totalt i retning UNN;1916
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;Totalt;3573
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;1;1468
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;2;1652
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;Totalt i retning Planetariet;1467
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;Totalt i retning UNN;1653
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;Totalt;3120
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;1;1414
