Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-22T00:00+01:00;2022-02-23T00:00+01:00;22.02.2022;Totalt i retning Kvaløya;8146
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-22T00:00+01:00;2022-02-23T00:00+01:00;22.02.2022;Totalt i retning Sentrum;8109
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-22T00:00+01:00;2022-02-23T00:00+01:00;22.02.2022;Totalt;16255
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-23T00:00+01:00;2022-02-24T00:00+01:00;23.02.2022;1;8151
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-23T00:00+01:00;2022-02-24T00:00+01:00;23.02.2022;2;8372
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-23T00:00+01:00;2022-02-24T00:00+01:00;23.02.2022;Totalt i retning Kvaløya;8369
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-23T00:00+01:00;2022-02-24T00:00+01:00;23.02.2022;Totalt i retning Sentrum;8154
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-23T00:00+01:00;2022-02-24T00:00+01:00;23.02.2022;Totalt;16523
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-24T00:00+01:00;2022-02-25T00:00+01:00;24.02.2022;1;8322
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-24T00:00+01:00;2022-02-25T00:00+01:00;24.02.2022;2;8317
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-24T00:00+01:00;2022-02-25T00:00+01:00;24.02.2022;Totalt i retning Kvaløya;8361
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-24T00:00+01:00;2022-02-25T00:00+01:00;24.02.2022;Totalt i retning Sentrum;8278
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-24T00:00+01:00;2022-02-25T00:00+01:00;24.02.2022;Totalt;16639
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-25T00:00+01:00;2022-02-26T00:00+01:00;25.02.2022;1;7219
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-25T00:00+01:00;2022-02-26T00:00+01:00;25.02.2022;2;7447
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-25T00:00+01:00;2022-02-26T00:00+01:00;25.02.2022;Totalt i retning Kvaløya;7445
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-25T00:00+01:00;2022-02-26T00:00+01:00;25.02.2022;Totalt i retning Sentrum;7221
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-25T00:00+01:00;2022-02-26T00:00+01:00;25.02.2022;Totalt;14666
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-26T00:00+01:00;2022-02-27T00:00+01:00;26.02.2022;1;4807
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-26T00:00+01:00;2022-02-27T00:00+01:00;26.02.2022;2;5104
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-26T00:00+01:00;2022-02-27T00:00+01:00;26.02.2022;Totalt i retning Kvaløya;5103
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-26T00:00+01:00;2022-02-27T00:00+01:00;26.02.2022;Totalt i retning Sentrum;4808
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-26T00:00+01:00;2022-02-27T00:00+01:00;26.02.2022;Totalt;9911
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-27T00:00+01:00;2022-02-28T00:00+01:00;27.02.2022;1;3458
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-27T00:00+01:00;2022-02-28T00:00+01:00;27.02.2022;2;3291
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-27T00:00+01:00;2022-02-28T00:00+01:00;27.02.2022;Totalt i retning Kvaløya;3293
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-27T00:00+01:00;2022-02-28T00:00+01:00;27.02.2022;Totalt i retning Sentrum;3456
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-27T00:00+01:00;2022-02-28T00:00+01:00;27.02.2022;Totalt;6749
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-28T00:00+01:00;2022-03-01T00:00+01:00;28.02.2022;1;8358
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-28T00:00+01:00;2022-03-01T00:00+01:00;28.02.2022;2;8393
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-28T00:00+01:00;2022-03-01T00:00+01:00;28.02.2022;Totalt i retning Kvaløya;8392
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-28T00:00+01:00;2022-03-01T00:00+01:00;28.02.2022;Totalt i retning Sentrum;8359
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-02-28T00:00+01:00;2022-03-01T00:00+01:00;28.02.2022;Totalt;16751
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-01T00:00+01:00;2022-03-02T00:00+01:00;01.03.2022;1;8225
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-01T00:00+01:00;2022-03-02T00:00+01:00;01.03.2022;2;8141
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-01T00:00+01:00;2022-03-02T00:00+01:00;01.03.2022;Totalt i retning Kvaløya;8141
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-01T00:00+01:00;2022-03-02T00:00+01:00;01.03.2022;Totalt i retning Sentrum;8225
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-01T00:00+01:00;2022-03-02T00:00+01:00;01.03.2022;Totalt;16366
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-02T00:00+01:00;2022-03-03T00:00+01:00;02.03.2022;1;8226
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-02T00:00+01:00;2022-03-03T00:00+01:00;02.03.2022;2;8230
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-02T00:00+01:00;2022-03-03T00:00+01:00;02.03.2022;Totalt i retning Kvaløya;8232
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-02T00:00+01:00;2022-03-03T00:00+01:00;02.03.2022;Totalt i retning Sentrum;8224
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-02T00:00+01:00;2022-03-03T00:00+01:00;02.03.2022;Totalt;16456
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-03T00:00+01:00;2022-03-04T00:00+01:00;03.03.2022;1;7926
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-03T00:00+01:00;2022-03-04T00:00+01:00;03.03.2022;2;7988
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-03T00:00+01:00;2022-03-04T00:00+01:00;03.03.2022;Totalt i retning Kvaløya;7987
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-03T00:00+01:00;2022-03-04T00:00+01:00;03.03.2022;Totalt i retning Sentrum;7927
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-03T00:00+01:00;2022-03-04T00:00+01:00;03.03.2022;Totalt;15914
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-04T00:00+01:00;2022-03-05T00:00+01:00;04.03.2022;1;7629
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-04T00:00+01:00;2022-03-05T00:00+01:00;04.03.2022;2;7752
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-04T00:00+01:00;2022-03-05T00:00+01:00;04.03.2022;Totalt i retning Kvaløya;7750
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-04T00:00+01:00;2022-03-05T00:00+01:00;04.03.2022;Totalt i retning Sentrum;7631
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-04T00:00+01:00;2022-03-05T00:00+01:00;04.03.2022;Totalt;15381
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-05T00:00+01:00;2022-03-06T00:00+01:00;05.03.2022;1;4587
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-05T00:00+01:00;2022-03-06T00:00+01:00;05.03.2022;2;4778
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-05T00:00+01:00;2022-03-06T00:00+01:00;05.03.2022;Totalt i retning Kvaløya;4779
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-05T00:00+01:00;2022-03-06T00:00+01:00;05.03.2022;Totalt i retning Sentrum;4586
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-05T00:00+01:00;2022-03-06T00:00+01:00;05.03.2022;Totalt;9365
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-06T00:00+01:00;2022-03-07T00:00+01:00;06.03.2022;1;3703
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-06T00:00+01:00;2022-03-07T00:00+01:00;06.03.2022;2;3482
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-06T00:00+01:00;2022-03-07T00:00+01:00;06.03.2022;Totalt i retning Kvaløya;3482
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-06T00:00+01:00;2022-03-07T00:00+01:00;06.03.2022;Totalt i retning Sentrum;3703
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-06T00:00+01:00;2022-03-07T00:00+01:00;06.03.2022;Totalt;7185
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-07T00:00+01:00;2022-03-08T00:00+01:00;07.03.2022;1;7830
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-07T00:00+01:00;2022-03-08T00:00+01:00;07.03.2022;2;7809
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-07T00:00+01:00;2022-03-08T00:00+01:00;07.03.2022;Totalt i retning Kvaløya;7808
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-07T00:00+01:00;2022-03-08T00:00+01:00;07.03.2022;Totalt i retning Sentrum;7831
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-07T00:00+01:00;2022-03-08T00:00+01:00;07.03.2022;Totalt;15639
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-08T00:00+01:00;2022-03-09T00:00+01:00;08.03.2022;1;7653
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-08T00:00+01:00;2022-03-09T00:00+01:00;08.03.2022;2;7681
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-08T00:00+01:00;2022-03-09T00:00+01:00;08.03.2022;Totalt i retning Kvaløya;7681
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-08T00:00+01:00;2022-03-09T00:00+01:00;08.03.2022;Totalt i retning Sentrum;7653
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-08T00:00+01:00;2022-03-09T00:00+01:00;08.03.2022;Totalt;15334
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-09T00:00+01:00;2022-03-10T00:00+01:00;09.03.2022;1;7756
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-09T00:00+01:00;2022-03-10T00:00+01:00;09.03.2022;2;7859
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-09T00:00+01:00;2022-03-10T00:00+01:00;09.03.2022;Totalt i retning Kvaløya;7858
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-09T00:00+01:00;2022-03-10T00:00+01:00;09.03.2022;Totalt i retning Sentrum;7757
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-09T00:00+01:00;2022-03-10T00:00+01:00;09.03.2022;Totalt;15615
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-10T00:00+01:00;2022-03-11T00:00+01:00;10.03.2022;1;7378
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-10T00:00+01:00;2022-03-11T00:00+01:00;10.03.2022;2;7397
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-10T00:00+01:00;2022-03-11T00:00+01:00;10.03.2022;Totalt i retning Kvaløya;7397
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-10T00:00+01:00;2022-03-11T00:00+01:00;10.03.2022;Totalt i retning Sentrum;7378
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-10T00:00+01:00;2022-03-11T00:00+01:00;10.03.2022;Totalt;14775
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-11T00:00+01:00;2022-03-12T00:00+01:00;11.03.2022;1;7066
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-11T00:00+01:00;2022-03-12T00:00+01:00;11.03.2022;2;7393
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-11T00:00+01:00;2022-03-12T00:00+01:00;11.03.2022;Totalt i retning Kvaløya;7393
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-11T00:00+01:00;2022-03-12T00:00+01:00;11.03.2022;Totalt i retning Sentrum;7066
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-11T00:00+01:00;2022-03-12T00:00+01:00;11.03.2022;Totalt;14459
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-12T00:00+01:00;2022-03-13T00:00+01:00;12.03.2022;1;4228
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-12T00:00+01:00;2022-03-13T00:00+01:00;12.03.2022;2;4484
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-12T00:00+01:00;2022-03-13T00:00+01:00;12.03.2022;Totalt i retning Kvaløya;4484
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-12T00:00+01:00;2022-03-13T00:00+01:00;12.03.2022;Totalt i retning Sentrum;4228
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-12T00:00+01:00;2022-03-13T00:00+01:00;12.03.2022;Totalt;8712
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-13T00:00+01:00;2022-03-14T00:00+01:00;13.03.2022;1;3759
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-13T00:00+01:00;2022-03-14T00:00+01:00;13.03.2022;2;3569
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-13T00:00+01:00;2022-03-14T00:00+01:00;13.03.2022;Totalt i retning Kvaløya;3569
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-13T00:00+01:00;2022-03-14T00:00+01:00;13.03.2022;Totalt i retning Sentrum;3759
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-13T00:00+01:00;2022-03-14T00:00+01:00;13.03.2022;Totalt;7328
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-14T00:00+01:00;2022-03-15T00:00+01:00;14.03.2022;1;8555
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-14T00:00+01:00;2022-03-15T00:00+01:00;14.03.2022;2;8474
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-14T00:00+01:00;2022-03-15T00:00+01:00;14.03.2022;Totalt i retning Kvaløya;8474
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-14T00:00+01:00;2022-03-15T00:00+01:00;14.03.2022;Totalt i retning Sentrum;8555
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-14T00:00+01:00;2022-03-15T00:00+01:00;14.03.2022;Totalt;17029
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-15T00:00+01:00;2022-03-16T00:00+01:00;15.03.2022;1;8516
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-15T00:00+01:00;2022-03-16T00:00+01:00;15.03.2022;2;8656
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-15T00:00+01:00;2022-03-16T00:00+01:00;15.03.2022;Totalt i retning Kvaløya;8656
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-15T00:00+01:00;2022-03-16T00:00+01:00;15.03.2022;Totalt i retning Sentrum;8516
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-15T00:00+01:00;2022-03-16T00:00+01:00;15.03.2022;Totalt;17172
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-16T00:00+01:00;2022-03-17T00:00+01:00;16.03.2022;1;8685
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-16T00:00+01:00;2022-03-17T00:00+01:00;16.03.2022;2;8729
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-16T00:00+01:00;2022-03-17T00:00+01:00;16.03.2022;Totalt i retning Kvaløya;8730
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-16T00:00+01:00;2022-03-17T00:00+01:00;16.03.2022;Totalt i retning Sentrum;8684
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-16T00:00+01:00;2022-03-17T00:00+01:00;16.03.2022;Totalt;17414
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-17T00:00+01:00;2022-03-18T00:00+01:00;17.03.2022;1;8823
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-17T00:00+01:00;2022-03-18T00:00+01:00;17.03.2022;2;8676
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-17T00:00+01:00;2022-03-18T00:00+01:00;17.03.2022;Totalt i retning Kvaløya;8676
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-17T00:00+01:00;2022-03-18T00:00+01:00;17.03.2022;Totalt i retning Sentrum;8823
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-17T00:00+01:00;2022-03-18T00:00+01:00;17.03.2022;Totalt;17499
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-18T00:00+01:00;2022-03-19T00:00+01:00;18.03.2022;1;8096
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-18T00:00+01:00;2022-03-19T00:00+01:00;18.03.2022;2;8281
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-18T00:00+01:00;2022-03-19T00:00+01:00;18.03.2022;Totalt i retning Kvaløya;8280
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-18T00:00+01:00;2022-03-19T00:00+01:00;18.03.2022;Totalt i retning Sentrum;8097
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-18T00:00+01:00;2022-03-19T00:00+01:00;18.03.2022;Totalt;16377
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-19T00:00+01:00;2022-03-20T00:00+01:00;19.03.2022;1;5156
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-19T00:00+01:00;2022-03-20T00:00+01:00;19.03.2022;2;5402
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-19T00:00+01:00;2022-03-20T00:00+01:00;19.03.2022;Totalt i retning Kvaløya;5402
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-19T00:00+01:00;2022-03-20T00:00+01:00;19.03.2022;Totalt i retning Sentrum;5156
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-19T00:00+01:00;2022-03-20T00:00+01:00;19.03.2022;Totalt;10558
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-20T00:00+01:00;2022-03-21T00:00+01:00;20.03.2022;1;4106
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-20T00:00+01:00;2022-03-21T00:00+01:00;20.03.2022;2;4099
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-20T00:00+01:00;2022-03-21T00:00+01:00;20.03.2022;Totalt i retning Kvaløya;4099
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-20T00:00+01:00;2022-03-21T00:00+01:00;20.03.2022;Totalt i retning Sentrum;4106
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-20T00:00+01:00;2022-03-21T00:00+01:00;20.03.2022;Totalt;8205
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-21T00:00+01:00;2022-03-22T00:00+01:00;21.03.2022;1;8912
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-21T00:00+01:00;2022-03-22T00:00+01:00;21.03.2022;2;9155
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-21T00:00+01:00;2022-03-22T00:00+01:00;21.03.2022;Totalt i retning Kvaløya;9154
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-21T00:00+01:00;2022-03-22T00:00+01:00;21.03.2022;Totalt i retning Sentrum;8913
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-21T00:00+01:00;2022-03-22T00:00+01:00;21.03.2022;Totalt;18067
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-22T00:00+01:00;2022-03-23T00:00+01:00;22.03.2022;1;8468
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-22T00:00+01:00;2022-03-23T00:00+01:00;22.03.2022;2;8614
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-22T00:00+01:00;2022-03-23T00:00+01:00;22.03.2022;Totalt i retning Kvaløya;8611
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-22T00:00+01:00;2022-03-23T00:00+01:00;22.03.2022;Totalt i retning Sentrum;8471
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-22T00:00+01:00;2022-03-23T00:00+01:00;22.03.2022;Totalt;17082
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-23T00:00+01:00;2022-03-24T00:00+01:00;23.03.2022;1;8577
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-23T00:00+01:00;2022-03-24T00:00+01:00;23.03.2022;2;8558
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-23T00:00+01:00;2022-03-24T00:00+01:00;23.03.2022;Totalt i retning Kvaløya;8559
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-23T00:00+01:00;2022-03-24T00:00+01:00;23.03.2022;Totalt i retning Sentrum;8576
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-23T00:00+01:00;2022-03-24T00:00+01:00;23.03.2022;Totalt;17135
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-24T00:00+01:00;2022-03-25T00:00+01:00;24.03.2022;1;8509
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-24T00:00+01:00;2022-03-25T00:00+01:00;24.03.2022;2;8487
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-24T00:00+01:00;2022-03-25T00:00+01:00;24.03.2022;Totalt i retning Kvaløya;8487
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-24T00:00+01:00;2022-03-25T00:00+01:00;24.03.2022;Totalt i retning Sentrum;8509
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-24T00:00+01:00;2022-03-25T00:00+01:00;24.03.2022;Totalt;16996
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-25T00:00+01:00;2022-03-26T00:00+01:00;25.03.2022;1;7923
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-25T00:00+01:00;2022-03-26T00:00+01:00;25.03.2022;2;8080
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-25T00:00+01:00;2022-03-26T00:00+01:00;25.03.2022;Totalt i retning Kvaløya;8080
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-25T00:00+01:00;2022-03-26T00:00+01:00;25.03.2022;Totalt i retning Sentrum;7923
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-25T00:00+01:00;2022-03-26T00:00+01:00;25.03.2022;Totalt;16003
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-26T00:00+01:00;2022-03-27T00:00+01:00;26.03.2022;1;4917
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-26T00:00+01:00;2022-03-27T00:00+01:00;26.03.2022;2;5248
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-26T00:00+01:00;2022-03-27T00:00+01:00;26.03.2022;Totalt i retning Kvaløya;5248
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-26T00:00+01:00;2022-03-27T00:00+01:00;26.03.2022;Totalt i retning Sentrum;4917
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-26T00:00+01:00;2022-03-27T00:00+01:00;26.03.2022;Totalt;10165
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-27T00:00+01:00;2022-03-28T00:00+02:00;27.03.2022;1;4069
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-03-27T00:00+01:00;2022-03-28T00:00+02:00;27.03.2022;2;3877
