Navn;Vegreferanse;Fra;Til;Dato;Trafikkmengde
Breivika;EV8 S2D1 m207;2023-02-02T00:00+01:00;2023-02-03T00:00+01:00;02.02.2023;11515
Breivika;EV8 S2D1 m207;2023-02-02T00:00+01:00;2023-02-03T00:00+01:00;02.02.2023;22876
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;2370
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;4639
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;8726
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;6293
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;10932
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;11096
Breivika;EV8 S2D1 m207;2023-02-03T00:00+01:00;2023-02-04T00:00+01:00;03.02.2023;22028
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;1565
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;2753
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;4403
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;3249
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;6001
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;5969
Breivika;EV8 S2D1 m207;2023-02-04T00:00+01:00;2023-02-05T00:00+01:00;04.02.2023;11970
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;1097
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;2231
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;4115
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;2822
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;5052
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;5213
Breivika;EV8 S2D1 m207;2023-02-05T00:00+01:00;2023-02-06T00:00+01:00;05.02.2023;10265
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;2692
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;4635
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;8959
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;6917
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;11552
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;11651
Breivika;EV8 S2D1 m207;2023-02-06T00:00+01:00;2023-02-07T00:00+01:00;06.02.2023;23203
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;2664
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;4514
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;8946
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;6838
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;11351
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;11611
Breivika;EV8 S2D1 m207;2023-02-07T00:00+01:00;2023-02-08T00:00+01:00;07.02.2023;22962
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;2224
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;4468
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;8670
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;7758
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;12226
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;10894
Breivika;EV8 S2D1 m207;2023-02-08T00:00+01:00;2023-02-09T00:00+01:00;08.02.2023;23120
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;2024
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;4624
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;9149
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;8375
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;12999
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;11173
Breivika;EV8 S2D1 m207;2023-02-09T00:00+01:00;2023-02-10T00:00+01:00;09.02.2023;24172
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;2493
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;4309
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;8604
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;6656
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;10965
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;11097
Breivika;EV8 S2D1 m207;2023-02-10T00:00+01:00;2023-02-11T00:00+01:00;10.02.2023;22062
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;1570
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;2767
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;4733
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;3464
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;6231
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;6303
Breivika;EV8 S2D1 m207;2023-02-11T00:00+01:00;2023-02-12T00:00+01:00;11.02.2023;12534
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;1089
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;2150
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;4097
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;2949
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;5099
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;5186
Breivika;EV8 S2D1 m207;2023-02-12T00:00+01:00;2023-02-13T00:00+01:00;12.02.2023;10285
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;2834
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;5004
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;9168
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;6733
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;11736
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;12003
Breivika;EV8 S2D1 m207;2023-02-13T00:00+01:00;2023-02-14T00:00+01:00;13.02.2023;23739
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;2803
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;4897
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;9303
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;7014
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;11911
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;12106
Breivika;EV8 S2D1 m207;2023-02-14T00:00+01:00;2023-02-15T00:00+01:00;14.02.2023;24017
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;2746
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;5076
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;9357
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;6786
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;11863
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;12102
Breivika;EV8 S2D1 m207;2023-02-15T00:00+01:00;2023-02-16T00:00+01:00;15.02.2023;23965
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;2721
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;5042
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;9184
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;6589
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;11631
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;11905
Breivika;EV8 S2D1 m207;2023-02-16T00:00+01:00;2023-02-17T00:00+01:00;16.02.2023;23536
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;2614
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;4826
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;8910
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;6553
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;11381
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;11522
Breivika;EV8 S2D1 m207;2023-02-17T00:00+01:00;2023-02-18T00:00+01:00;17.02.2023;22903
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;1442
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;3085
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;5000
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;3325
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;6410
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;6442
Breivika;EV8 S2D1 m207;2023-02-18T00:00+01:00;2023-02-19T00:00+01:00;18.02.2023;12852
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;1071
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;2293
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;4379
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;3006
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;5299
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;5450
Breivika;EV8 S2D1 m207;2023-02-19T00:00+01:00;2023-02-20T00:00+01:00;19.02.2023;10749
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;2701
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;4938
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;9442
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;6659
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;11598
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;12142
Breivika;EV8 S2D1 m207;2023-02-20T00:00+01:00;2023-02-21T00:00+01:00;20.02.2023;23740
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;2699
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;4982
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;9266
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;6660
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;11643
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;11964
Breivika;EV8 S2D1 m207;2023-02-21T00:00+01:00;2023-02-22T00:00+01:00;21.02.2023;23607
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;2653
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;4920
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;9099
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;6740
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;11661
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;11751
Breivika;EV8 S2D1 m207;2023-02-22T00:00+01:00;2023-02-23T00:00+01:00;22.02.2023;23412
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;2540
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;4573
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;9054
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;6714
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;11287
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;11594
Breivika;EV8 S2D1 m207;2023-02-23T00:00+01:00;2023-02-24T00:00+01:00;23.02.2023;22881
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;2790
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;4402
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;8388
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;6640
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;11043
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;11177
Breivika;EV8 S2D1 m207;2023-02-24T00:00+01:00;2023-02-25T00:00+01:00;24.02.2023;22220
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;1804
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;2964
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;4545
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;3403
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;6368
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;6348
Breivika;EV8 S2D1 m207;2023-02-25T00:00+01:00;2023-02-26T00:00+01:00;25.02.2023;12716
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;1290
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;2243
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;4169
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;3017
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;5260
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;5459
Breivika;EV8 S2D1 m207;2023-02-26T00:00+01:00;2023-02-27T00:00+01:00;26.02.2023;10719
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;2839
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;4886
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;9336
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;6928
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;11814
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;12175
Breivika;EV8 S2D1 m207;2023-02-27T00:00+01:00;2023-02-28T00:00+01:00;27.02.2023;23989
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;2884
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;4774
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;9250
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;6951
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;11722
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;12137
Breivika;EV8 S2D1 m207;2023-02-28T00:00+01:00;2023-03-01T00:00+01:00;28.02.2023;23859
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;2914
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;4849
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;9160
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;6946
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;11795
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;12074
Breivika;EV8 S2D1 m207;2023-03-01T00:00+01:00;2023-03-02T00:00+01:00;01.03.2023;23869
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;2872
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;4766
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;9029
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;6856
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;11620
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;11903
Breivika;EV8 S2D1 m207;2023-03-02T00:00+01:00;2023-03-03T00:00+01:00;02.03.2023;23523
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;2344
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;4563
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;8831
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;6517
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;11079
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;11176
Breivika;EV8 S2D1 m207;2023-03-03T00:00+01:00;2023-03-04T00:00+01:00;03.03.2023;22255
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;1438
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;2874
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;4756
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;3333
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;6207
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;6194
Breivika;EV8 S2D1 m207;2023-03-04T00:00+01:00;2023-03-05T00:00+01:00;04.03.2023;12401
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;1101
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;2066
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;4138
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;2961
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;5028
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;5238
Breivika;EV8 S2D1 m207;2023-03-05T00:00+01:00;2023-03-06T00:00+01:00;05.03.2023;10266
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;2251
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;3875
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;8191
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;6288
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;10160
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;10445
Breivika;EV8 S2D1 m207;2023-03-06T00:00+01:00;2023-03-07T00:00+01:00;06.03.2023;20605
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;2467
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;4578
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;9151
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;6797
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;11375
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;11618
Breivika;EV8 S2D1 m207;2023-03-07T00:00+01:00;2023-03-08T00:00+01:00;07.03.2023;22993
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;2385
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;4345
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;8823
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;6458
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;10802
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;11209
Breivika;EV8 S2D1 m207;2023-03-08T00:00+01:00;2023-03-09T00:00+01:00;08.03.2023;22011
Breivika;EV8 S2D1 m207;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;2571
Breivika;EV8 S2D1 m207;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;3810
Breivika;EV8 S2D1 m207;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;8039
Breivika;EV8 S2D1 m207;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;6216
Breivika;EV8 S2D1 m207;2023-03-09T00:00+01:00;2023-03-10T00:00+01:00;09.03.2023;10027
