Navn;Vegreferanse;Fra;Til;Dato;Trafikkmengde
Strandvegen;KV40500 S1D1 m156;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;5757
Strandvegen;KV40500 S1D1 m156;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;63
Strandvegen;KV40500 S1D1 m156;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;5820
Strandvegen;KV40500 S1D1 m156;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;3098
Strandvegen;KV40500 S1D1 m156;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;2520
Strandvegen;KV40500 S1D1 m156;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;5602
Strandvegen;KV40500 S1D1 m156;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;16
Strandvegen;KV40500 S1D1 m156;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;5618
Strandvegen;KV40500 S1D1 m156;2023-04-22T00:00+02:00;2023-04-23T00:00+02:00;22.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-22T00:00+02:00;2023-04-23T00:00+02:00;22.04.2023;2297
Strandvegen;KV40500 S1D1 m156;2023-04-22T00:00+02:00;2023-04-23T00:00+02:00;22.04.2023;2289
Strandvegen;KV40500 S1D1 m156;2023-04-22T00:00+02:00;2023-04-23T00:00+02:00;22.04.2023;4579
Strandvegen;KV40500 S1D1 m156;2023-04-22T00:00+02:00;2023-04-23T00:00+02:00;22.04.2023;7
Strandvegen;KV40500 S1D1 m156;2023-04-22T00:00+02:00;2023-04-23T00:00+02:00;22.04.2023;4586
Strandvegen;KV40500 S1D1 m156;2023-04-23T00:00+02:00;2023-04-24T00:00+02:00;23.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-23T00:00+02:00;2023-04-24T00:00+02:00;23.04.2023;1716
Strandvegen;KV40500 S1D1 m156;2023-04-23T00:00+02:00;2023-04-24T00:00+02:00;23.04.2023;1853
Strandvegen;KV40500 S1D1 m156;2023-04-23T00:00+02:00;2023-04-24T00:00+02:00;23.04.2023;3558
Strandvegen;KV40500 S1D1 m156;2023-04-23T00:00+02:00;2023-04-24T00:00+02:00;23.04.2023;11
Strandvegen;KV40500 S1D1 m156;2023-04-23T00:00+02:00;2023-04-24T00:00+02:00;23.04.2023;3569
Strandvegen;KV40500 S1D1 m156;2023-04-24T00:00+02:00;2023-04-25T00:00+02:00;24.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-24T00:00+02:00;2023-04-25T00:00+02:00;24.04.2023;3077
Strandvegen;KV40500 S1D1 m156;2023-04-24T00:00+02:00;2023-04-25T00:00+02:00;24.04.2023;2497
Strandvegen;KV40500 S1D1 m156;2023-04-24T00:00+02:00;2023-04-25T00:00+02:00;24.04.2023;5561
Strandvegen;KV40500 S1D1 m156;2023-04-24T00:00+02:00;2023-04-25T00:00+02:00;24.04.2023;13
Strandvegen;KV40500 S1D1 m156;2023-04-24T00:00+02:00;2023-04-25T00:00+02:00;24.04.2023;5574
Strandvegen;KV40500 S1D1 m156;2023-04-25T00:00+02:00;2023-04-26T00:00+02:00;25.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-25T00:00+02:00;2023-04-26T00:00+02:00;25.04.2023;3126
Strandvegen;KV40500 S1D1 m156;2023-04-25T00:00+02:00;2023-04-26T00:00+02:00;25.04.2023;2494
Strandvegen;KV40500 S1D1 m156;2023-04-25T00:00+02:00;2023-04-26T00:00+02:00;25.04.2023;5600
Strandvegen;KV40500 S1D1 m156;2023-04-25T00:00+02:00;2023-04-26T00:00+02:00;25.04.2023;20
Strandvegen;KV40500 S1D1 m156;2023-04-25T00:00+02:00;2023-04-26T00:00+02:00;25.04.2023;5620
Strandvegen;KV40500 S1D1 m156;2023-04-26T00:00+02:00;2023-04-27T00:00+02:00;26.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-26T00:00+02:00;2023-04-27T00:00+02:00;26.04.2023;3091
Strandvegen;KV40500 S1D1 m156;2023-04-26T00:00+02:00;2023-04-27T00:00+02:00;26.04.2023;2418
Strandvegen;KV40500 S1D1 m156;2023-04-26T00:00+02:00;2023-04-27T00:00+02:00;26.04.2023;5493
Strandvegen;KV40500 S1D1 m156;2023-04-26T00:00+02:00;2023-04-27T00:00+02:00;26.04.2023;16
Strandvegen;KV40500 S1D1 m156;2023-04-26T00:00+02:00;2023-04-27T00:00+02:00;26.04.2023;5509
Strandvegen;KV40500 S1D1 m156;2023-04-27T00:00+02:00;2023-04-28T00:00+02:00;27.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-27T00:00+02:00;2023-04-28T00:00+02:00;27.04.2023;3138
Strandvegen;KV40500 S1D1 m156;2023-04-27T00:00+02:00;2023-04-28T00:00+02:00;27.04.2023;2463
Strandvegen;KV40500 S1D1 m156;2023-04-27T00:00+02:00;2023-04-28T00:00+02:00;27.04.2023;5589
Strandvegen;KV40500 S1D1 m156;2023-04-27T00:00+02:00;2023-04-28T00:00+02:00;27.04.2023;12
Strandvegen;KV40500 S1D1 m156;2023-04-27T00:00+02:00;2023-04-28T00:00+02:00;27.04.2023;5601
Strandvegen;KV40500 S1D1 m156;2023-04-28T00:00+02:00;2023-04-29T00:00+02:00;28.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-28T00:00+02:00;2023-04-29T00:00+02:00;28.04.2023;3045
Strandvegen;KV40500 S1D1 m156;2023-04-28T00:00+02:00;2023-04-29T00:00+02:00;28.04.2023;2587
Strandvegen;KV40500 S1D1 m156;2023-04-28T00:00+02:00;2023-04-29T00:00+02:00;28.04.2023;5622
Strandvegen;KV40500 S1D1 m156;2023-04-28T00:00+02:00;2023-04-29T00:00+02:00;28.04.2023;10
Strandvegen;KV40500 S1D1 m156;2023-04-28T00:00+02:00;2023-04-29T00:00+02:00;28.04.2023;5632
Strandvegen;KV40500 S1D1 m156;2023-04-29T00:00+02:00;2023-04-30T00:00+02:00;29.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-29T00:00+02:00;2023-04-30T00:00+02:00;29.04.2023;2256
Strandvegen;KV40500 S1D1 m156;2023-04-29T00:00+02:00;2023-04-30T00:00+02:00;29.04.2023;2305
Strandvegen;KV40500 S1D1 m156;2023-04-29T00:00+02:00;2023-04-30T00:00+02:00;29.04.2023;4551
Strandvegen;KV40500 S1D1 m156;2023-04-29T00:00+02:00;2023-04-30T00:00+02:00;29.04.2023;10
Strandvegen;KV40500 S1D1 m156;2023-04-29T00:00+02:00;2023-04-30T00:00+02:00;29.04.2023;4561
Strandvegen;KV40500 S1D1 m156;2023-04-30T00:00+02:00;2023-05-01T00:00+02:00;30.04.2023;0
Strandvegen;KV40500 S1D1 m156;2023-04-30T00:00+02:00;2023-05-01T00:00+02:00;30.04.2023;1608
Strandvegen;KV40500 S1D1 m156;2023-04-30T00:00+02:00;2023-05-01T00:00+02:00;30.04.2023;1745
Strandvegen;KV40500 S1D1 m156;2023-04-30T00:00+02:00;2023-05-01T00:00+02:00;30.04.2023;3342
Strandvegen;KV40500 S1D1 m156;2023-04-30T00:00+02:00;2023-05-01T00:00+02:00;30.04.2023;11
Strandvegen;KV40500 S1D1 m156;2023-04-30T00:00+02:00;2023-05-01T00:00+02:00;30.04.2023;3353
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;1145
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;461
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;1726
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;1763
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;837
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;2872
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;3060
Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-01-02T00:00+01:00;01.01.2023;5932
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;2469
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;2632
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;7072
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;6512
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;2938
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;9549
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;12074
Giæverbukta nord;EV8 S1D10 m31;2023-01-02T00:00+01:00;2023-01-03T00:00+01:00;02.01.2023;21623
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;2513
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;2718
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;6659
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;6194
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;2902
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;9172
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;11814
Giæverbukta nord;EV8 S1D10 m31;2023-01-03T00:00+01:00;2023-01-04T00:00+01:00;03.01.2023;20986
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;2769
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;3058
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;7490
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;6707
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;3249
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;10262
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;13011
Giæverbukta nord;EV8 S1D10 m31;2023-01-04T00:00+01:00;2023-01-05T00:00+01:00;04.01.2023;23273
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;2065
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;2115
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;5313
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;5080
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;2541
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;7380
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;9734
Giæverbukta nord;EV8 S1D10 m31;2023-01-05T00:00+01:00;2023-01-06T00:00+01:00;05.01.2023;17114
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;2106
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;2257
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;5755
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;5342
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;2680
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;7861
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;10279
Giæverbukta nord;EV8 S1D10 m31;2023-01-06T00:00+01:00;2023-01-07T00:00+01:00;06.01.2023;18140
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;1297
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;2118
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;5145
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;4525
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;2121
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;6439
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;8767
Giæverbukta nord;EV8 S1D10 m31;2023-01-07T00:00+01:00;2023-01-08T00:00+01:00;07.01.2023;15206
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;1111
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;561
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;1641
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;1787
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;821
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;2752
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;3169
Giæverbukta nord;EV8 S1D10 m31;2023-01-08T00:00+01:00;2023-01-09T00:00+01:00;08.01.2023;5921
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;2264
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;2298
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;6024
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;5740
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;2642
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;8307
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;10661
Giæverbukta nord;EV8 S1D10 m31;2023-01-09T00:00+01:00;2023-01-10T00:00+01:00;09.01.2023;18968
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;2493
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;2266
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;5355
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;5284
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;2589
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;7849
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;10138
Giæverbukta nord;EV8 S1D10 m31;2023-01-10T00:00+01:00;2023-01-11T00:00+01:00;10.01.2023;17987
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;2357
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;2220
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;5569
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;5554
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;2437
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;7928
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;10209
Giæverbukta nord;EV8 S1D10 m31;2023-01-11T00:00+01:00;2023-01-12T00:00+01:00;11.01.2023;18137
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;2388
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;2456
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;6065
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;5760
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;2680
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;8453
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;10896
Giæverbukta nord;EV8 S1D10 m31;2023-01-12T00:00+01:00;2023-01-13T00:00+01:00;12.01.2023;19349
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;2419
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;2277
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;6320
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;5978
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;3035
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;8737
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;11292
Giæverbukta nord;EV8 S1D10 m31;2023-01-13T00:00+01:00;2023-01-14T00:00+01:00;13.01.2023;20029
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;1566
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;2014
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;6622
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;5560
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;2377
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;8188
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;9951
Giæverbukta nord;EV8 S1D10 m31;2023-01-14T00:00+01:00;2023-01-15T00:00+01:00;14.01.2023;18139
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;1126
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;521
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;1866
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;2028
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;875
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;2991
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;3425
Giæverbukta nord;EV8 S1D10 m31;2023-01-15T00:00+01:00;2023-01-16T00:00+01:00;15.01.2023;6416
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;2290
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;2481
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;6191
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;5856
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;2641
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;8484
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;10975
Giæverbukta nord;EV8 S1D10 m31;2023-01-16T00:00+01:00;2023-01-17T00:00+01:00;16.01.2023;19459
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;2218
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;2301
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;5904
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;5697
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;2480
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;8123
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;10477
Giæverbukta nord;EV8 S1D10 m31;2023-01-17T00:00+01:00;2023-01-18T00:00+01:00;17.01.2023;18600
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;2246
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;2281
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;6008
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;5707
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;2553
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;8252
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;10543
Giæverbukta nord;EV8 S1D10 m31;2023-01-18T00:00+01:00;2023-01-19T00:00+01:00;18.01.2023;18795
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;2379
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;2373
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;6400
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;5897
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;2749
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;8779
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;11019
Giæverbukta nord;EV8 S1D10 m31;2023-01-19T00:00+01:00;2023-01-20T00:00+01:00;19.01.2023;19798
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;2216
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;2508
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;6754
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;6037
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;2966
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;8979
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;11502
Giæverbukta nord;EV8 S1D10 m31;2023-01-20T00:00+01:00;2023-01-21T00:00+01:00;20.01.2023;20481
Giæverbukta nord;EV8 S1D10 m31;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;1674
Giæverbukta nord;EV8 S1D10 m31;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;1995
Giæverbukta nord;EV8 S1D10 m31;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;6526
Giæverbukta nord;EV8 S1D10 m31;2023-01-21T00:00+01:00;2023-01-22T00:00+01:00;21.01.2023;5707
